Log_exposure,Actions_taken,Liberal,Unconstitutional,Precedent_alteration,Unanimous,Year_of_decision,Lower_court_disagreement
2.3,0,0,0,0,0,1961.0,0
2.3,0,1,0,0,0,1961.0,0
2.3,0,0,0,0,0,1961.0,1
2.3,0,1,0,0,0,1961.0,0
2.3,0,0,0,0,0,1961.0,0
2.3,0,1,0,0,0,1961.0,1
2.3,0,0,0,0,0,1961.0,1
2.3,0,0,0,0,0,1961.0,0
2.3,0,0,0,0,1,1961.0,0
2.3,0,0,0,0,0,1961.0,1
2.3,0,1,0,0,1,1961.0,0
2.3,0,0,0,0,0,1961.0,0
2.3,0,0,0,0,0,1961.0,0
2.3,0,1,0,0,0,1961.0,0
2.3,0,1,0,0,0,1961.0,0
2.3,0,1,0,0,1,1961.0,0
2.3,0,0,0,0,1,1961.0,1
2.3,0,1,0,0,1,1961.0,0
2.3,0,1,0,0,0,1961.0,0
2.3,0,1,0,0,1,1961.0,0
2.3,0,1,0,0,1,1961.0,0
2.3,0,1,0,0,1,1961.0,0
2.3,0,1,0,0,1,1961.0,0
2.3,0,1,0,0,0,1961.0,1
2.3,0,0,0,0,0,1961.0,0
2.3,0,1,0,0,1,1961.0,0
2.3,0,1,0,0,0,1961.0,0
2.3,0,0,0,0,0,1961.0,0
2.3,0,1,0,0,0,1961.0,0
2.3,0,1,0,0,1,1961.0,0
2.3,0,0,0,0,0,1961.0,0
2.3,0,1,0,0,1,1961.0,0
2.3,0,0,0,0,0,1961.0,1
2.3,0,1,0,0,0,1961.0,0
2.3,0,1,0,0,0,1961.0,1
2.3,0,1,0,0,1,1961.0,0
2.3,0,0,0,0,0,1961.0,0
2.3,0,1,0,0,0,1961.0,1
2.3,0,0,0,0,0,1961.0,1
2.3,0,1,1,0,1,1961.0,0
2.3,0,1,0,0,0,1961.0,0
2.3,0,0,0,0,1,1961.0,0
2.3,0,0,0,0,0,1961.0,1
2.3,0,0,0,0,0,1961.0,0
2.3,0,1,0,0,1,1961.0,0
2.3,0,1,0,0,0,1961.0,0
2.3,0,0,0,0,0,1961.0,0
2.3,0,1,1,0,1,1961.0,0
2.3,0,1,0,0,0,1961.0,0
2.3,0,0,0,0,0,1961.0,0
2.3,0,0,0,0,0,1961.0,0
2.3,0,1,0,0,0,1961.0,0
2.3,0,1,0,0,0,1961.0,1
2.3,0,0,0,0,0,1961.0,0
2.3,0,1,1,0,1,1961.0,0
2.3,0,0,0,0,0,1961.0,1
2.3,0,0,0,0,0,1961.0,0
2.3,0,1,0,0,0,1961.0,0
2.3,0,0,0,0,0,1961.0,0
2.3,0,1,0,0,0,1961.0,1
2.3,0,0,0,0,0,1961.0,0
2.3,0,0,0,0,0,1961.0,0
2.3,0,0,0,0,0,1961.0,0
2.3,0,1,0,0,1,1961.0,1
2.3,0,0,0,0,0,1961.0,1
2.3,0,0,0,0,0,1961.0,0
2.3,0,1,0,0,0,1961.0,1
2.3,0,1,0,0,0,1961.0,0
2.3,0,0,0,0,0,1961.0,0
2.3,0,0,0,0,0,1961.0,0
2.3,0,1,0,0,1,1961.0,0
2.3,0,0,0,0,0,1961.0,1
2.3,0,0,0,0,0,1961.0,0
2.3,0,1,0,0,1,1961.0,0
2.3,0,0,0,0,0,1961.0,0
2.3,0,1,0,0,0,1961.0,0
2.3,0,1,0,0,0,1961.0,1
2.3,0,1,0,0,1,1961.0,0
2.3,0,1,0,0,0,1961.0,1
2.3,0,1,0,0,1,1961.0,0
2.3,0,0,0,0,0,1961.0,0
2.3,0,1,0,1,0,1961.0,0
2.3,0,1,0,0,1,1961.0,0
2.3,0,1,0,0,1,1961.0,0
2.3,0,1,1,0,0,1962.0,0
2.3,0,1,0,0,1,1962.0,1
2.3,0,1,0,0,0,1962.0,0
2.3,0,1,0,0,0,1962.0,1
2.3,0,1,0,0,1,1962.0,0
2.3,0,1,0,0,0,1962.0,0
2.3,0,1,0,0,0,1962.0,1
2.3,0,1,0,0,1,1962.0,0
2.3,0,0,0,0,1,1962.0,1
2.3,2,1,0,0,0,1962.0,0
2.3,0,1,0,0,1,1962.0,0
2.3,0,1,0,0,1,1962.0,0
2.3,0,1,0,0,0,1962.0,1
2.3,0,1,0,0,1,1962.0,0
2.3,0,1,0,0,1,1962.0,0
2.3,0,1,0,0,0,1962.0,0
2.3,0,1,0,0,0,1962.0,0
2.3,0,1,0,0,1,1962.0,1
2.3,0,0,0,0,0,1962.0,1
2.3,0,0,0,0,0,1962.0,0
2.3,0,1,0,0,1,1962.0,1
2.3,0,1,0,0,1,1962.0,0
2.3,0,1,0,0,0,1962.0,0
2.3,0,1,0,0,1,1962.0,0
2.3,0,1,0,0,0,1962.0,0
2.3,0,1,0,0,0,1962.0,0
2.3,0,1,0,0,0,1962.0,0
2.3,0,0,0,0,1,1962.0,0
2.3,0,1,1,0,1,1962.0,1
2.3,0,1,0,0,0,1962.0,0
2.3,0,1,0,0,0,1962.0,0
2.3,0,1,0,0,1,1962.0,0
2.3,0,1,0,0,1,1962.0,0
2.3,0,0,0,0,0,1962.0,1
2.3,0,1,0,0,0,1962.0,0
2.3,0,1,0,0,0,1962.0,0
2.3,0,0,0,0,1,1962.0,0
2.3,0,0,0,0,1,1962.0,0
2.3,0,1,0,0,1,1962.0,0
2.3,0,0,0,0,0,1962.0,0
2.3,0,1,0,0,0,1962.0,0
2.3,0,0,0,0,0,1962.0,1
2.3,0,1,0,0,0,1962.0,0
2.3,0,1,0,0,0,1962.0,0
2.3,0,0,0,0,0,1962.0,0
2.3,0,1,0,0,1,1962.0,0
2.3,0,1,0,0,1,1962.0,1
2.3,0,1,0,0,0,1962.0,0
2.3,0,1,0,0,0,1962.0,1
2.3,0,0,0,0,0,1962.0,0
2.3,0,1,0,0,0,1962.0,0
2.3,0,1,0,0,1,1962.0,1
2.3,0,0,0,0,0,1962.0,0
2.3,0,1,0,0,0,1962.0,0
2.3,0,0,0,0,0,1962.0,1
2.3,0,1,0,0,0,1962.0,0
2.3,0,1,0,0,1,1962.0,0
2.3,0,0,0,0,0,1962.0,0
2.3,2,1,0,0,0,1962.0,0
2.3,0,1,0,0,0,1962.0,0
2.3,0,1,0,0,0,1962.0,0
2.3,0,1,0,1,0,1962.0,0
2.3,0,1,0,0,0,1962.0,0
2.3,0,0,0,0,0,1962.0,1
2.3,0,1,0,0,0,1962.0,1
2.3,0,1,0,0,0,1962.0,0
2.3,0,1,0,0,0,1962.0,1
2.3,0,1,0,0,0,1962.0,1
2.3,0,1,0,0,0,1962.0,0
2.3,0,1,0,0,0,1962.0,0
2.3,0,0,0,0,0,1962.0,0
2.3,0,0,0,0,0,1962.0,1
2.3,0,1,0,0,0,1962.0,0
2.3,0,0,0,0,0,1962.0,0
2.3,0,1,0,0,0,1962.0,0
2.3,0,1,0,1,1,1962.0,0
2.3,0,1,0,0,0,1962.0,0
2.3,0,1,0,0,0,1962.0,1
2.3,0,0,0,1,0,1962.0,0
2.3,0,1,0,0,0,1962.0,0
2.3,0,1,0,0,0,1962.0,1
2.3,0,1,0,0,1,1962.0,0
2.3,0,1,0,0,1,1962.0,1
2.3,0,0,0,0,1,1962.0,0
2.3,2,1,0,0,0,1962.0,0
2.3,0,1,0,0,0,1962.0,0
2.3,0,1,0,0,0,1962.0,0
2.3,0,1,0,0,0,1962.0,1
2.3,0,1,0,0,0,1962.0,1
2.3,0,0,0,0,0,1962.0,0
2.3,0,1,0,0,1,1962.0,1
2.3,0,1,0,0,0,1962.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,0,0,0,1963.0,1
2.3,0,1,1,0,0,1963.0,0
2.3,0,1,1,0,0,1963.0,0
2.3,0,0,0,0,0,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,1,0,0,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,0,0,0,1963.0,1
2.3,0,1,0,0,1,1963.0,0
2.3,0,0,0,0,1,1963.0,1
2.3,0,0,0,0,1,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,1,0,1,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,0,0,1,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,0,0,0,1,1963.0,0
2.3,0,1,0,0,1,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,0,0,0,0,1963.0,0
2.3,0,1,0,0,1,1963.0,0
2.3,0,0,0,0,0,1963.0,0
2.3,0,0,0,0,1,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,0,0,1,1963.0,0
2.3,0,0,0,0,1,1963.0,0
2.3,0,1,0,0,1,1963.0,0
2.3,0,1,0,0,1,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,1,1,0,0,0,1963.0,0
2.3,0,1,0,0,1,1963.0,0
2.3,2,1,0,0,0,1963.0,1
2.3,0,0,0,0,1,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,0,0,1,1963.0,1
2.3,0,1,1,1,1,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,1,1,0,1963.0,0
2.3,0,1,0,0,1,1963.0,0
2.3,0,1,0,0,1,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,1,0,0,1963.0,0
2.3,0,1,0,0,1,1963.0,0
2.3,0,1,1,0,0,1963.0,1
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,0,0,1,1963.0,1
2.3,0,1,1,0,0,1963.0,0
2.3,0,1,1,0,0,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,0,0,1,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,0,0,0,1963.0,1
2.3,0,1,0,0,0,1963.0,0
2.3,0,0,0,0,0,1963.0,0
2.3,0,0,0,0,0,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,0,0,1,1963.0,0
2.3,0,0,0,0,0,1963.0,0
2.3,0,0,0,0,0,1963.0,1
2.3,0,1,0,0,0,1963.0,1
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,0,1,1,1963.0,0
2.3,0,0,0,0,1,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,0,0,0,0,1963.0,1
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,0,0,1,1963.0,0
2.3,0,1,0,0,1,1963.0,0
2.3,0,1,0,0,1,1963.0,0
2.3,0,0,0,0,0,1963.0,0
2.3,0,1,0,0,0,1963.0,1
2.3,0,1,0,0,1,1963.0,0
2.3,2,1,0,1,0,1963.0,1
2.3,0,1,0,0,1,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,0,0,0,0,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,0,0,1,1963.0,0
2.3,0,1,0,0,1,1963.0,1
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,0,0,1,1963.0,1
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,0,0,1,1963.0,0
2.3,0,1,0,0,0,1963.0,1
2.3,0,0,0,0,1,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,1,0,1,1963.0,0
2.3,0,1,0,0,1,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,0,0,1,1963.0,0
2.3,0,1,0,0,1,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,0,0,0,1963.0,0
2.3,0,1,1,0,1,1964.0,0
2.3,0,1,1,0,0,1964.0,0
2.3,0,1,0,0,1,1964.0,0
2.3,0,1,0,0,1,1964.0,0
2.3,0,1,0,0,1,1964.0,0
2.3,0,1,1,0,0,1964.0,0
2.3,0,1,1,0,0,1964.0,0
2.3,0,1,0,0,1,1964.0,0
2.3,0,1,0,0,0,1964.0,0
2.3,0,1,0,0,0,1964.0,0
2.3,0,0,0,0,1,1964.0,0
2.3,0,1,0,0,1,1964.0,0
2.3,0,1,0,0,0,1964.0,0
2.3,0,1,0,0,1,1964.0,0
2.3,0,1,1,0,0,1964.0,1
2.3,0,0,0,0,1,1964.0,0
2.3,0,1,0,0,1,1964.0,0
2.3,0,1,0,0,0,1964.0,0
2.3,0,1,0,0,0,1964.0,1
2.3,0,1,1,0,1,1964.0,1
2.3,0,1,0,0,0,1964.0,0
2.3,0,1,0,0,1,1964.0,0
2.3,0,1,0,1,0,1964.0,0
2.3,0,1,0,0,0,1964.0,0
2.3,0,1,0,1,0,1964.0,0
2.3,0,1,0,0,0,1964.0,0
2.3,0,1,1,0,0,1964.0,0
2.3,0,1,0,0,1,1964.0,0
2.3,0,0,0,0,0,1964.0,0
2.3,0,1,0,0,0,1964.0,0
2.3,0,1,0,0,1,1964.0,0
2.3,0,1,0,0,0,1964.0,0
2.3,0,1,0,0,1,1964.0,0
2.3,0,1,1,0,0,1964.0,1
2.3,0,0,0,0,1,1964.0,1
2.3,0,1,1,1,0,1964.0,0
2.3,0,1,0,0,0,1964.0,0
2.3,0,1,0,0,1,1964.0,0
2.3,0,0,0,0,0,1964.0,1
2.3,0,1,0,0,1,1964.0,0
2.3,0,1,0,0,0,1964.0,1
2.3,0,1,0,0,0,1964.0,0
2.3,0,0,0,0,0,1964.0,0
2.3,0,1,0,0,0,1964.0,0
2.3,0,1,0,0,0,1964.0,0
2.3,0,1,1,0,1,1964.0,0
2.3,0,0,0,0,0,1964.0,0
2.3,0,0,0,0,0,1964.0,1
2.3,0,1,0,0,0,1964.0,0
2.3,0,0,0,0,0,1964.0,1
2.3,0,1,1,0,0,1964.0,1
2.3,0,0,0,0,0,1964.0,0
2.3,0,1,1,0,0,1964.0,0
2.3,0,1,0,0,0,1964.0,0
2.3,0,1,0,0,1,1964.0,0
2.3,0,1,0,0,0,1964.0,0
2.3,0,1,0,0,0,1964.0,1
2.3,0,0,0,0,0,1964.0,0
2.3,0,1,0,0,0,1964.0,1
2.3,0,0,0,0,1,1964.0,0
2.3,0,1,0,0,0,1964.0,0
2.3,0,1,1,0,1,1964.0,0
2.3,0,0,0,0,0,1964.0,1
2.3,0,0,0,0,0,1964.0,0
2.3,0,1,0,0,0,1964.0,1
2.3,0,1,0,0,0,1964.0,1
2.3,0,1,0,0,1,1964.0,0
2.3,0,1,1,0,0,1964.0,0
2.3,0,0,0,0,1,1964.0,0
2.3,0,1,0,0,0,1964.0,0
2.3,0,1,0,0,0,1964.0,0
2.3,0,1,0,0,1,1964.0,1
2.3,0,1,0,0,0,1964.0,1
2.3,0,1,0,0,1,1964.0,0
2.3,2,1,0,0,0,1964.0,0
2.3,0,1,0,0,0,1964.0,0
2.3,0,1,0,0,1,1964.0,0
2.3,0,1,0,0,1,1964.0,0
2.3,0,0,0,0,1,1964.0,0
2.3,0,0,0,0,0,1964.0,0
2.3,0,1,0,0,0,1964.0,1
2.3,0,0,0,0,0,1964.0,0
2.3,0,1,0,0,1,1964.0,1
2.3,0,1,0,0,0,1964.0,1
2.3,0,1,0,0,1,1964.0,0
2.3,0,1,0,0,0,1964.0,1
2.3,0,0,0,0,0,1964.0,0
2.3,0,0,0,0,0,1964.0,0
2.3,0,0,0,0,1,1964.0,0
2.3,0,1,0,0,0,1964.0,0
2.3,0,1,0,0,1,1964.0,0
2.3,0,1,1,0,1,1964.0,0
2.3,0,1,0,0,0,1964.0,0
2.3,0,1,0,0,0,1964.0,0
2.3,0,0,0,0,0,1964.0,0
2.3,0,1,0,0,0,1964.0,0
2.3,0,1,0,0,1,1964.0,0
2.3,0,1,0,0,0,1964.0,0
2.3,0,1,1,0,0,1964.0,0
2.3,0,0,0,0,1,1964.0,0
2.3,0,1,1,0,0,1964.0,0
2.3,0,1,0,1,0,1964.0,0
2.3,0,1,0,0,1,1964.0,1
2.3,0,1,0,1,1,1964.0,0
2.3,0,0,0,0,0,1964.0,0
2.3,0,1,0,0,0,1964.0,0
2.3,0,1,0,0,1,1964.0,0
2.3,0,1,0,0,0,1964.0,0
2.3,0,1,0,0,0,1964.0,0
2.3,0,1,0,0,1,1964.0,1
2.3,0,1,0,0,1,1964.0,0
2.3,0,0,0,0,0,1965.0,0
2.3,0,1,0,0,0,1965.0,1
2.3,0,0,0,0,0,1965.0,1
2.3,0,0,0,0,0,1965.0,0
2.3,0,1,0,0,0,1965.0,0
2.3,0,0,0,0,0,1965.0,1
2.3,0,0,0,0,0,1965.0,0
2.3,0,1,0,0,1,1965.0,0
2.3,0,1,0,0,0,1965.0,0
2.3,0,1,1,0,0,1965.0,0
2.3,0,0,0,0,1,1965.0,0
2.3,0,1,0,0,1,1965.0,0
2.3,0,1,1,0,1,1965.0,1
2.3,0,1,0,0,1,1965.0,0
2.3,0,1,0,0,1,1965.0,0
2.3,0,1,0,0,1,1965.0,0
2.3,0,1,1,0,1,1965.0,0
2.3,0,0,0,0,0,1965.0,1
2.3,0,1,0,0,1,1965.0,0
2.3,0,1,0,0,1,1965.0,0
2.3,0,1,0,1,1,1965.0,0
2.3,0,1,0,0,0,1965.0,0
2.3,0,0,0,0,0,1965.0,1
2.3,0,1,0,0,1,1965.0,0
2.3,0,0,0,0,0,1965.0,0
2.3,0,0,0,0,1,1965.0,1
2.3,0,1,0,0,1,1965.0,0
2.3,0,0,0,0,1,1965.0,0
2.3,0,1,0,0,1,1965.0,0
2.3,0,0,0,0,0,1965.0,0
2.3,0,0,0,0,0,1965.0,0
2.3,0,1,1,0,1,1965.0,0
2.3,0,0,0,0,0,1965.0,1
2.3,0,0,0,1,0,1965.0,0
2.3,0,1,0,0,0,1965.0,0
2.3,0,1,0,1,0,1965.0,0
2.3,0,1,0,0,0,1965.0,0
2.3,0,1,0,0,1,1965.0,0
2.3,0,1,0,0,1,1965.0,1
2.3,0,0,0,0,0,1965.0,0
2.3,0,0,0,0,0,1965.0,0
2.3,0,1,0,0,0,1965.0,0
2.3,0,0,0,0,0,1965.0,0
2.3,0,1,0,0,1,1965.0,0
2.3,0,1,0,0,1,1965.0,1
2.3,3,0,0,0,1,1965.0,0
2.3,0,0,0,0,0,1965.0,0
2.3,0,1,1,0,1,1965.0,0
2.3,0,1,0,0,1,1965.0,0
2.3,0,1,0,0,0,1965.0,0
2.3,0,1,1,0,1,1965.0,0
2.3,0,1,0,0,0,1965.0,0
2.3,0,1,0,0,0,1965.0,0
2.3,0,0,0,0,1,1965.0,0
2.3,0,0,0,0,0,1965.0,0
2.3,0,1,0,0,1,1965.0,0
2.3,0,0,0,0,0,1965.0,0
2.3,0,0,0,0,0,1965.0,0
2.3,0,1,0,0,1,1965.0,0
2.3,0,0,0,0,1,1965.0,0
2.3,0,0,0,0,0,1965.0,0
2.3,0,1,0,0,1,1965.0,0
2.3,0,0,0,0,1,1965.0,0
2.3,0,1,0,0,0,1965.0,0
2.3,0,0,0,0,0,1965.0,0
2.3,0,0,0,0,0,1965.0,0
2.3,0,1,0,0,0,1965.0,0
2.3,0,1,1,0,1,1965.0,0
2.3,0,1,0,0,0,1965.0,0
2.3,2,1,0,0,1,1965.0,0
2.3,0,0,0,0,1,1965.0,0
2.3,0,1,0,0,1,1965.0,0
2.3,0,0,0,0,0,1965.0,1
2.3,0,0,0,0,1,1965.0,0
2.3,0,0,0,0,0,1965.0,0
2.3,0,0,0,0,0,1965.0,0
2.3,0,1,0,0,1,1965.0,1
2.3,0,1,1,0,1,1965.0,0
2.3,0,1,1,0,0,1965.0,1
2.3,0,1,0,0,0,1965.0,0
1.39,3,0,0,0,0,1965.0,0
2.3,0,1,0,0,1,1965.0,1
2.3,0,1,0,0,1,1965.0,0
2.3,0,1,0,0,0,1966.0,0
2.3,0,1,0,0,1,1966.0,0
2.3,0,0,0,0,0,1966.0,1
2.3,0,0,0,0,1,1966.0,0
2.3,0,1,0,0,0,1966.0,0
2.3,0,0,0,0,0,1966.0,0
2.3,0,0,0,0,0,1966.0,0
2.3,0,0,0,0,0,1966.0,0
2.3,0,1,0,0,1,1966.0,0
2.3,0,1,0,0,1,1966.0,0
2.3,0,1,0,0,1,1966.0,0
2.3,0,1,0,0,1,1966.0,0
2.3,0,1,0,0,1,1966.0,0
2.3,0,1,0,0,1,1966.0,0
2.3,0,0,0,0,0,1966.0,0
2.3,0,0,0,0,1,1966.0,1
2.3,0,1,0,0,1,1966.0,0
2.3,0,1,0,0,0,1966.0,0
2.3,0,0,0,0,0,1966.0,0
2.3,0,1,0,0,0,1966.0,0
2.3,0,0,0,0,0,1966.0,1
2.3,0,1,0,1,0,1966.0,0
2.3,0,1,0,0,0,1966.0,1
2.3,0,1,0,0,1,1966.0,0
2.3,2,1,0,0,1,1966.0,0
2.3,0,1,0,0,1,1966.0,0
2.3,0,1,1,0,1,1966.0,1
2.3,0,1,0,0,0,1966.0,0
1.79,6,1,0,0,1,1966.0,0
2.3,0,1,0,0,0,1966.0,0
2.3,0,1,0,0,0,1966.0,0
2.3,0,1,0,0,0,1966.0,0
2.3,0,0,0,0,0,1966.0,0
1.39,3,1,0,0,0,1966.0,0
2.3,0,1,0,0,0,1966.0,0
2.3,0,1,0,1,0,1966.0,0
2.3,0,1,0,0,1,1966.0,0
2.3,0,0,0,0,1,1966.0,0
2.3,0,1,0,0,0,1966.0,0
2.3,0,0,0,0,0,1966.0,0
2.3,0,0,0,0,0,1966.0,0
2.3,0,1,0,0,0,1966.0,1
2.3,0,1,0,0,0,1966.0,0
2.3,0,1,0,0,1,1966.0,0
2.3,0,1,0,0,1,1966.0,0
2.3,0,1,1,1,0,1966.0,0
2.3,0,1,0,0,0,1966.0,0
2.3,0,0,0,0,0,1966.0,0
2.3,0,1,0,0,0,1966.0,1
2.3,0,0,0,0,0,1966.0,0
2.3,0,0,0,0,0,1966.0,0
2.3,0,0,0,0,0,1966.0,0
2.3,0,1,0,0,0,1966.0,0
2.3,0,1,0,0,1,1966.0,0
2.3,0,0,0,0,0,1966.0,0
2.3,0,1,0,0,1,1966.0,0
2.3,0,0,0,0,0,1966.0,1
2.3,0,0,0,0,0,1966.0,0
2.3,0,1,1,0,0,1966.0,1
2.3,0,1,0,0,1,1966.0,0
2.3,0,0,0,0,0,1966.0,0
2.3,0,1,0,0,1,1966.0,0
2.3,0,0,0,0,0,1966.0,0
2.3,0,0,0,0,0,1966.0,0
2.3,0,0,0,0,0,1966.0,0
2.3,0,1,0,0,0,1966.0,1
2.3,0,1,0,0,0,1966.0,1
2.3,0,0,0,0,0,1966.0,0
2.3,0,1,0,0,1,1966.0,0
2.3,0,1,0,0,0,1966.0,0
2.3,0,0,0,0,1,1966.0,0
2.3,0,1,0,0,0,1966.0,0
2.3,0,1,0,0,0,1966.0,0
2.3,0,1,0,0,0,1966.0,0
2.3,0,0,0,0,1,1966.0,0
2.3,0,0,0,0,0,1966.0,0
2.3,0,0,0,0,0,1966.0,0
2.3,0,1,0,0,0,1966.0,1
2.3,0,1,1,0,1,1966.0,0
2.3,0,1,0,0,0,1966.0,0
2.3,0,1,0,0,0,1966.0,0
2.3,0,1,0,0,1,1966.0,0
2.3,0,0,0,0,0,1966.0,0
2.3,0,0,0,0,0,1966.0,0
2.3,0,0,0,0,0,1966.0,1
2.3,0,1,0,0,1,1966.0,0
2.3,0,1,0,0,0,1966.0,0
2.3,0,0,0,0,0,1966.0,1
2.3,0,1,0,1,0,1966.0,0
2.3,0,0,0,0,0,1966.0,0
2.3,0,1,0,0,0,1966.0,1
2.3,0,1,0,0,0,1966.0,0
2.3,0,1,0,0,0,1966.0,0
2.3,0,1,0,0,0,1966.0,0
2.3,0,0,0,0,0,1966.0,0
2.3,0,1,0,0,0,1966.0,0
2.3,0,0,0,0,0,1966.0,0
2.3,0,0,0,0,1,1966.0,0
1.39,3,1,0,0,0,1966.0,0
2.3,0,0,0,0,0,1966.0,0
2.3,0,0,0,0,0,1966.0,0
2.3,0,0,0,0,1,1966.0,1
2.3,0,1,0,0,0,1966.0,0
2.3,0,0,0,0,0,1966.0,0
2.3,0,0,0,0,1,1966.0,0
2.3,0,1,0,1,0,1966.0,0
2.3,0,0,0,0,0,1966.0,0
2.3,0,1,0,0,1,1966.0,0
2.3,0,1,0,0,1,1966.0,0
2.3,0,1,1,1,0,1966.0,0
2.3,0,1,0,0,0,1966.0,0
2.3,0,1,0,0,1,1966.0,0
2.3,0,1,0,0,0,1966.0,0
2.3,0,1,0,0,1,1966.0,1
2.3,0,1,0,0,0,1966.0,0
2.3,0,1,0,0,1,1966.0,1
2.3,0,1,0,0,0,1966.0,0
2.3,2,1,0,0,0,1966.0,0
2.3,0,0,0,0,0,1967.0,0
2.3,0,1,1,0,1,1967.0,0
2.3,0,1,1,1,0,1967.0,0
2.3,0,0,0,0,0,1967.0,0
2.3,0,0,0,0,1,1967.0,0
2.3,0,1,0,0,1,1967.0,0
2.3,0,1,0,0,0,1967.0,0
2.3,0,0,0,0,1,1967.0,0
2.3,0,1,0,0,0,1967.0,1
2.3,0,1,0,0,0,1967.0,1
2.3,0,0,0,0,0,1967.0,0
2.3,0,0,0,0,1,1967.0,0
2.3,0,0,0,0,1,1967.0,1
2.3,0,1,0,0,0,1967.0,0
0.69,3,1,0,0,0,1967.0,0
2.3,0,1,1,0,0,1967.0,0
2.3,0,1,0,0,1,1967.0,0
2.3,0,1,0,0,0,1967.0,0
2.3,0,1,0,0,0,1967.0,0
2.3,0,0,0,0,1,1967.0,0
2.3,0,1,0,0,1,1967.0,0
2.3,0,0,0,0,0,1967.0,0
2.3,0,0,0,0,0,1967.0,0
2.3,0,0,0,0,0,1967.0,0
2.3,2,1,0,0,1,1967.0,0
2.3,0,1,0,0,1,1967.0,0
2.3,0,1,0,0,0,1967.0,0
2.3,0,0,0,0,0,1967.0,0
2.3,0,1,0,0,0,1967.0,1
2.3,0,1,0,0,0,1967.0,1
2.3,0,1,0,0,1,1967.0,0
2.3,0,1,0,0,1,1967.0,0
2.3,0,0,0,0,1,1967.0,0
2.3,0,0,0,0,0,1967.0,0
2.3,0,0,0,0,0,1967.0,0
2.3,0,1,1,1,0,1967.0,0
2.3,0,1,0,0,0,1967.0,0
2.3,0,1,0,0,1,1967.0,1
2.3,0,1,0,0,0,1967.0,0
2.3,0,1,0,0,0,1967.0,0
2.3,0,0,0,0,0,1967.0,0
2.3,0,1,0,0,1,1967.0,0
2.3,0,1,0,0,1,1967.0,0
2.3,0,1,0,0,0,1967.0,0
2.3,0,1,0,0,1,1967.0,0
2.3,0,1,1,1,0,1967.0,0
2.3,0,0,0,0,0,1967.0,0
2.3,0,1,0,0,1,1967.0,1
2.3,0,1,0,0,0,1967.0,0
2.3,0,1,0,0,1,1967.0,0
2.3,0,1,0,0,0,1967.0,1
2.3,0,0,0,0,0,1967.0,0
2.3,0,1,0,0,0,1967.0,0
2.3,0,1,0,0,1,1967.0,0
2.3,0,0,0,0,1,1967.0,0
2.3,0,1,0,0,1,1967.0,0
2.3,0,1,0,0,0,1967.0,0
2.3,0,1,0,0,0,1967.0,0
2.3,0,1,0,0,0,1967.0,0
2.3,0,0,0,0,0,1967.0,0
2.3,4,0,0,0,0,1967.0,1
2.3,0,1,0,0,1,1967.0,0
2.3,0,1,0,0,0,1967.0,0
2.3,0,1,0,0,0,1967.0,0
2.3,0,1,0,0,0,1967.0,1
2.3,0,1,0,0,0,1967.0,0
2.3,0,1,0,0,0,1967.0,0
2.3,0,1,0,0,0,1967.0,0
2.3,0,1,0,0,0,1967.0,0
2.3,0,0,0,0,0,1967.0,0
2.3,0,0,0,0,0,1967.0,0
2.3,0,1,0,0,1,1967.0,0
2.3,0,1,0,0,0,1967.0,0
2.3,0,1,0,0,0,1967.0,0
